540	0.016177	0.014752	0.015859	0.01575	0.016624
540.06	0.016304	0.014867	0.015983	0.015874	0.016754
540.12	0.016433	0.014985	0.01611	0.015999	0.016887
540.18	0.016563	0.015104	0.016238	0.016127	0.017021
540.24	0.016696	0.015225	0.016368	0.016256	0.017157
540.3	0.016831	0.015348	0.0165	0.016387	0.017296
540.36	0.016967	0.015472	0.016634	0.01652	0.017436
540.42	0.017106	0.015599	0.01677	0.016655	0.017578
540.48	0.017246	0.015727	0.016908	0.016792	0.017723
540.54	0.017389	0.015857	0.017048	0.016931	0.01787
540.6	0.017534	0.01599	0.01719	0.017072	0.018019
540.66	0.017681	0.016124	0.017334	0.017215	0.01817
540.72	0.017831	0.01626	0.01748	0.017361	0.018323
540.78	0.017982	0.016398	0.017629	0.017508	0.018479
540.84	0.018136	0.016539	0.01778	0.017658	0.018638
540.9	0.018293	0.016681	0.017933	0.017811	0.018798
540.96	0.018452	0.016826	0.018089	0.017965	0.018962
541.02	0.018613	0.016973	0.018247	0.018123	0.019127
541.08	0.018777	0.017123	0.018408	0.018282	0.019296
541.14	0.018944	0.017275	0.018571	0.018444	0.019467
541.2	0.019113	0.017429	0.018737	0.018609	0.019641
541.26	0.019285	0.017586	0.018906	0.018777	0.019818
541.32	0.01946	0.017745	0.019077	0.018947	0.019997
541.38	0.019637	0.017907	0.019251	0.01912	0.02018
541.44	0.019818	0.018072	0.019428	0.019295	0.020365
541.5	0.020001	0.018239	0.019608	0.019474	0.020554
541.56	0.020188	0.01841	0.019791	0.019656	0.020746
541.62	0.020378	0.018583	0.019977	0.019841	0.020941
541.68	0.020571	0.018759	0.020167	0.020029	0.021139
541.74	0.020767	0.018938	0.020359	0.02022	0.021341
541.8	0.020967	0.01912	0.020555	0.020414	0.021546
541.86	0.02117	0.019305	0.020754	0.020612	0.021755
541.92	0.021376	0.019493	0.020956	0.020813	0.021967
541.98	0.021587	0.019685	0.021163	0.021018	0.022183
542.04	0.021801	0.01988	0.021372	0.021226	0.022403
542.1	0.022018	0.020079	0.021586	0.021438	0.022627
542.16	0.02224	0.020281	0.021803	0.021654	0.022855
542.22	0.022466	0.020487	0.022024	0.021874	0.023087
542.28	0.022696	0.020696	0.02225	0.022097	0.023323
542.34	0.02293	0.02091	0.022479	0.022325	0.023563
542.4	0.023168	0.021127	0.022713	0.022557	0.023808
542.46	0.023411	0.021348	0.022951	0.022793	0.024057
542.52	0.023658	0.021574	0.023193	0.023034	0.024312
542.58	0.02391	0.021803	0.02344	0.023279	0.02457
542.64	0.024166	0.022037	0.023692	0.023529	0.024834
542.7	0.024428	0.022276	0.023948	0.023784	0.025103
542.76	0.024695	0.022519	0.02421	0.024044	0.025377
542.82	0.024967	0.022767	0.024476	0.024308	0.025656
542.88	0.025244	0.02302	0.024748	0.024578	0.025941
542.94	0.025526	0.023278	0.025025	0.024854	0.026232
543	0.025815	0.02354	0.025307	0.025134	0.026528
543.06	0.026109	0.023809	0.025596	0.025421	0.02683
543.12	0.026409	0.024082	0.02589	0.025713	0.027138
543.18	0.026715	0.024361	0.02619	0.026011	0.027453
543.24	0.027027	0.024646	0.026496	0.026315	0.027774
543.3	0.027346	0.024937	0.026809	0.026625	0.028102
543.36	0.027672	0.025234	0.027128	0.026942	0.028436
543.42	0.028004	0.025537	0.027454	0.027266	0.028778
543.48	0.028344	0.025847	0.027787	0.027597	0.029127
543.54	0.028691	0.026163	0.028127	0.027934	0.029483
543.6	0.029045	0.026486	0.028474	0.028279	0.029847
543.66	0.029407	0.026816	0.028829	0.028632	0.030219
543.72	0.029777	0.027153	0.029192	0.028992	0.0306
543.78	0.030155	0.027498	0.029562	0.02936	0.030988
543.84	0.030542	0.027851	0.029941	0.029736	0.031385
543.9	0.030937	0.028211	0.030329	0.030121	0.031792
543.96	0.031341	0.02858	0.030726	0.030515	0.032207
544.02	0.031755	0.028958	0.031131	0.030918	0.032633
544.08	0.032178	0.029344	0.031546	0.03133	0.033068
544.14	0.032612	0.029739	0.031971	0.031752	0.033513
544.2	0.033055	0.030143	0.032406	0.032184	0.033968
544.26	0.033509	0.030557	0.032851	0.032626	0.034435
544.32	0.033974	0.030981	0.033307	0.033079	0.034913
